"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Middle East & North Africa","MEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.40941020994429","8.4039509820215","8.44896043774074","8.48831505539595","8.36256359883288","8.20724466191825","8.05944380056732","7.92051683038367","7.4841963404614","7.54634535897971","7.49407733235739","7.76551103523709","7.59556933648388","7.86342386136984","8.29097577834121","8.6799656570846","8.88193931821185","8.75685531918774","8.72201753442168","8.56355099627972","",
"Mexico","MEX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.7","4.3","4.6","4.4","4.1","4.1","4.5","4.7","4.8","4.7","4.6","4.2","4.4","5","5.8","6.1","6","6","6.1","",
"Marshall Islands","MHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9780986582601","14.0645812198031","13.9536333715345","13.6335801636842","12.9914799792484","12.0076321519802","11.0109933606916","10.356875744383","9.69547944888243","9.24071057425451","8.82680665667507","8.54393707871009","8.37462462943248","8.23977556164589","8.10714973174606","7.92577490997228","7.72189337317148","7.71480708455147","8.19970966060967","8.89555664792214","",
"North Macedonia","MKD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","7.5","5.8","5.5","5","4.4","3.6","2.9","3.1","3.4","3.6","3.7","3.6","3.5","3.3","3","2.8","2.5","3.1","3.3","",
"Mali","MLI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2","15.2","15.1","14.4","13.3","11.9","10.4","9.4","7.4","5.8","4.2","3.9","3.7","3.6","3.4","3.1","3.1","3.4","5.6","9.8","",
"Malta","MLT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Myanmar","MMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6","34.8","32.4","30.2","27.8","24.5","20.5","17.1","12.9","10.2","7.8","7.1","6.1","5.1","4.2","3.5","3","2.6","2.5","3.1","",
"Middle East & North Africa (excluding high income)","MNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.93707415079116","8.92403756390129","8.95579752646743","8.99372053785337","8.86029563722288","8.71261520634579","8.52798711580646","8.32700251925343","7.81174269355967","7.85582674695626","7.8434121185698","8.19049534143994","8.09071045935679","8.43705446327863","8.98218602531891","9.43872539021258","9.67466753780318","9.5354395113101","9.4831125127725","9.30528622877649","",
"Montenegro","MNE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","9.2","8.4","7.7","5.5","3.1","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Mongolia","MNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1","30.6","30.8","30.7","29.6","27.4","25.2","22.3","19.6","16.5","14.1","12.5","11.4","10.1","8.4","7.4","6.3","5.5","4","3.6","",
"Northern Mariana Islands","MNP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","35.2","34.1","34.1","33.3","32.4","29.9","28.6","25.8","24.1","21.8","21","22.4","25.7","29.7","31.5","31.4","31","31.8","32.7","",
"Mauritania","MRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","7.9","8.3","8.5","9.4","8.8","8.1","7.3","7.8","8.2","8.3","7.9","7.9","8","8.3","8.5","8.5","8.6","9.2","10.1","",
"Mauritius","MUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.6","5.4","5.2","5.1","5","5.2","5","4.7","4.3","4.5","4.9","5.2","5.3","5.6","5.8","6","6","7.2","7.8","",
"Malawi","MWI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","23.8","24.6","24","22.5","20.8","19.3","19","17.1","15.5","13.7","14","14.8","15.4","16","16.1","16.6","16.8","17.6","17.8","",
"Malaysia","MYS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.8","2.9","3.1","3.2","3.4","3.6","3.6","3.7","3.4","3.3","3.3","3.5","3.6","3.8","3.5","3.2","2.7","2.6","2.5","",
"North America","NAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Namibia","NAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","14.5","15.7","16.6","18.2","20.1","23.5","27.6","29.5","28.8","25.5","23.5","22.2","21.5","21","20.2","19.9","20","18.9","18","",
"New Caledonia","NCL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","8.7","9.1","9.5","9.6","9.5","9.4","9.1","8.2","7.3","6.6","6.6","6.4","6.2","6.2","6.5","6.7","6.8","6.8","6.8","",
"Niger","NER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","8.9","8.6","7.9","7.1","6.7","6.6","6.8","7.5","8.2","8.8","9.1","9.1","9.2","9.2","9.4","10","10.4","12","12.7","",
"Nicaragua","NIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5","25.2","25","24","23.3","22.2","21.6","21.2","20.8","20","19.2","19","19.3","19.7","19","18","17.2","17.4","17.5","18.6","",
"Netherlands","NLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Norway","NOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Nepal","NPL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5","21.7","19.8","17.6","16.8","15.9","14.9","13","11.2","9.9","8.6","7.7","6.8","6.1","5.3","4.5","4.2","4.3","4.8","5.5","",
"Nauru","NRU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"OECD members","OED","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.81027461101851","2.85908439983977","2.93333256095805","2.98569758128782","2.98310888307188","2.96569521753644","2.95296796557337","3.00174772883444","3.06087497430501","3.11116512675572","3.06908398919052","3.00360421404868","2.90562557324417","2.87521263360915","2.89445045758301","2.94820238921173","2.96549993966727","2.96545354645328","3.0317208283863","3.11735003879207","",
"Oman","OMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3","11.3","11","10.1","9.6","9.6","9.7","9.7","8.6","7.7","6.8","6.6","6.6","7.1","8.1","8.4","8.4","7.9","8.8","9.8","",
"Other small states","OSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8218653234278","15.7194902919496","15.4257101342388","15.0940288576488","14.9228658503834","14.7643072155124","14.9275888971687","15.1336938398877","15.0760942376817","14.522974541683","13.7611329717942","13.5115875015525","13.5790955498352","14.0830875911491","14.533973011934","14.851776728067","14.8477400758433","14.9636240606476","15.705620094957","16.6548325553621","",
"Pakistan","PAK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","21.8","21","19","17.6","16.4","15.8","15.8","15.6","15.4","15.1","14.7","14.2","13.4","12.8","12.4","12.1","12.3","14.1","16.9","",
"Panama","PAN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5","20.5","21","21.3","21.6","18.5","16.2","14.1","12.4","10.9","9.1","8.4","8.2","8.3","8.1","7.8","6.7","6","5.4","5.8","",
"Peru","PER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","22.9","23.1","21.7","18.8","15.7","13.7","11.6","9.7","8.7","7.7","6.7","5.7","5.4","5.9","6.9","7.6","7.6","8.1","8.3","",
"Philippines","PHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7","18.4","17","15.9","14.4","13.2","12.1","11.3","11.5","12.2","12.4","12.1","11.6","11.1","10.2","8.8","7.5","6.2","5.5","5.2","",
"Palau","PLW","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3","27","27.7","28.6","27.4","27.3","26.6","27","26.6","26.2","25","24","23.3","23.1","23","23.2","23.1","22.6","21.9","21.6","",
"Poland","POL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Pre-demographic dividend","PRE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2530663621799","26.0857460682544","25.5335035287143","24.6343478335786","23.391586868645","22.35271500583","21.6872639316772","21.2070705451536","20.2084699280106","19.1302362224948","18.2341171775969","18.1089804778536","18.0782287069641","18.3723737695266","18.9034375398584","19.367691932525","19.7537534654819","19.9211259032876","20.9603261257184","21.9030398670526","",
"Puerto Rico","PRI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7","34.8","32.3","32.6","33.8","36.1","38.2","39.7","39.6","39.1","38.2","38.6","38.6","39.6","40.3","41.2","42.9","42.6","43","41.6","",
"Portugal","PRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Paraguay","PRY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","9.3","8.8","9.1","9.5","9.7","9.4","9.6","8.8","7.7","7.2","7.2","7.4","7.1","7.4","7.7","7.8","7.8","8.2","8.7","",
"West Bank and Gaza","PSE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69473042665588","6.57114848642333","6.50242496358905","6.47529258423342","6.4085024365799","6.50120599418285","6.47222554496453","6.74437219842909","7.10151843652459","7.68000655069036","8.44643764681183","8.9716657453014","9.5778307171372","9.7682485840187","10.0690011549082","10.0678328198099","10.0988902206628","9.88613280604121","9.72212700223097","10.1306784593035","",
"Post-demographic dividend","PST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56560802430329","2.53927596124106","2.54125186116389","2.54023825021854","2.52489917917249","2.52567095938331","2.52182586582623","2.52074899367616","2.52876893525295","2.53852232270041","2.51321367810541","2.51079103542143","2.50710744969221","2.5074716857491","2.50784320747896","2.50841356214932","2.50506416644596","2.50361029061594","2.54302089440135","2.59615972028782","",
"French Polynesia","PYF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.1","3.9","3.9","3.8","3.8","3.8","3.7","3.6","3.5","3.6","3.6","3.6","3.5","3.6","3.8","4","4.1","4.1","4","",
"Qatar","QAT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Russian Federation","RUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.3","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Rwanda","RWA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5","35.2","34.6","35.9","35.3","33.7","32.3","29.5","29.9","31.4","34.3","34.5","34.8","35.1","35.3","34.9","34.7","34.7","35.2","35.8","",
"South Asia","SAS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9404458330181","20.1729826694938","21.0249778246785","21.124290022757","20.521550574374","18.7866476141631","17.0642232143242","16.2673282246481","16.036949261239","15.6936713489113","15.294791748786","14.8259617440408","14.7093613134844","14.4408008367982","14.1334135060108","13.573855434137","12.9543681379291","12.9858891961496","14.1897755888445","15.8972667502715","",
"Saudi Arabia","SAU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","5","5.1","5","4.8","4.5","4.8","5.5","5.6","5.9","5.4","5.4","4.6","4.3","3.7","3.7","3.7","3.8","3.9","3.7","",
"Sudan","SDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","20.3","20","19.7","18.9","17.6","16.7","16.3","16.5","16.5","15.5","13.5","11.7","11.1","11.2","11.8","11.8","11.8","11.7","12.8","",
"Senegal","SEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1","22.9","21.4","19.6","18.1","16.5","13.6","11.9","11","11.3","11.5","11.9","12","11.8","10.7","9.5","8.5","7.8","7.4","7.5","",
"Singapore","SGP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","13.1","12.6","12.7","12.5","12.8","12.6","13.2","13","13.7","14.7","16.5","18","18.7","18.5","18.1","17.7","17.6","17.8","18.1","",
"Sierra Leone","SLE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7","49.8","49.4","48.8","46.7","43.7","41.7","40.3","34.9","29.1","24.4","24.3","25.4","25","25.8","25.9","27.2","27.7","27.9","27.4","",
"El Salvador","SLV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","7.1","7.9","8.7","9.1","9.4","9.7","9.9","10.2","10.5","10.7","10.7","10.7","10.8","10.6","9.9","9.2","8.4","8.3","7.7","",
"San Marino","SMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6","70.5","70.6","70.7","70.8","70.9","70.9","70.8","70.9","70.4","68.7","65.9","62.4","60.4","59.9","59.7","58.9","56.6","54.8","53.1","",
"Serbia","SRB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.6","2.6","3.2","3.7","4.1","4.2","4","3.8","3.7","3.3","",
"Sub-Saharan Africa (excluding high income)","SSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9321999965331","25.4898606821177","25.0399231711073","24.0224296952571","22.8910035869267","21.9426464383626","21.4421343341422","20.9808538169775","19.7187739177935","18.515283221683","17.3803896253369","17.0689711874508","16.907928903412","17.0033964387996","17.3124487545447","17.6313134105901","18.0932359543377","18.5138077549434","19.7710595882059","20.9011579273576","",
"South Sudan","SSD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9321999965331","25.4898606821177","25.0399231711073","24.0224296952571","22.8910035869267","21.9426464383626","21.4421343341422","20.9808538169775","19.7187739177935","18.515283221683","17.3803896253369","17.0689711874508","16.907928903412","17.0033964387996","17.3124487545447","17.6313134105901","18.0932359543377","18.5138077549434","19.7710595882059","20.9011579273576","",
"Small states","SST","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3353084084728","13.2205953218041","13.0573494214901","12.8470899418635","12.7329906864903","12.6076890633701","12.7765268665941","12.9978501076734","13.0326240932456","12.6553531271289","12.1525144266444","11.9693694755031","12.0496027003537","12.3869382219796","12.7925661838534","12.9835587124346","12.9608203511098","12.9242933231124","13.4051188369565","14.0970415034676","",
"Sao Tome and Principe","STP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","12.8","11.2","9.8","9","9","9.8","11.1","12.1","13","13.5","13.3","12.9","13","12.9","12.9","12.5","12.8","13","13.5","",
"Suriname","SUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","11.5","10.9","10.3","9.7","8.8","8.8","8.3","7.7","7.3","7.4","7.4","7.1","7.3","7.8","8.3","8.3","8","8","8.2","",
"Slovak Republic","SVK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.2","6","5.8","5.5","5.6","5.4","4.9","4.7","5","5.8","5.6","5.4","5.8","5.8","5.6","4.4","3.9","3.7","3.8","",
"Slovenia","SVN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Sweden","SWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","",
"Eswatini","SWZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","9.7","8.3","8.4","9.2","10.2","10.7","10.9","15","17.6","19.3","16.2","13.8","12.7","12.8","13","12.4","11.8","11.1","11","",
"Sint Maarten (Dutch part)","SXM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8","37.6","38","37.1","37.8","38.4","39.2","40.1","35.7","31.4","26","25.4","25.6","27","28","28.5","29.1","30.3","31.7","32.7","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0242122460428","12.3937257169042","11.5560404923159","10.9164348369248","10.0920377208462","9.24553583495057","8.20568020758189","7.21996074345017","5.97832005288246","5.37171476447073","4.93934881433393","4.69385638128894","4.46323823669865","4.35491532539298","4.15889759245008","3.98244477995826","3.78447176555135","3.67665172090247","3.64933018554177","3.69664132484729","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.95322840348369","4.6106973771466","4.31029741223527","3.98608722453952","3.75185488578374","3.53317417283","3.39543375180468","3.32221994635538","3.11261368313915","2.90023534434791","2.68767287487493","2.66719880624603","2.6609344986604","2.66395984023362","2.67236027111001","2.67127521072954","2.65553910187363","2.64011990746313","2.65125899613137","2.66587808208969","",
"Togo","TGO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3","31.1","29.8","28.7","27.7","27.2","26.2","25.5","23","20.8","19.4","19.4","19.4","20.2","20.5","21.2","21","20.7","20.1","18.8","",
"Thailand","THA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","16.4","15","13.7","11.9","10.6","10.2","10.6","10.3","9.9","9","8.8","8.2","7.8","7.3","7.5","7.7","7.8","8","8.8","",
